user,date,text,location,coordinates
KennethDay24,Wed Nov 17 22:30:31 +0000 2021,RT @ClassicsPlanes: A United airlines B727 seen here in this photo at Birmingham UK in 1993📷- Rob Hodgkins https://t.co/6jdX3Qlzg7,United States,
jicuddy,Wed Nov 17 22:24:50 +0000 2021,United Airlines finally called me back. Fuck y’all. Y’all mfs can take a spin on this cyclone  #SouthwestGang https://t.co/CybmKFbGfZ,"e blocc, rainy state ☔️",
teddy9999,Wed Nov 17 22:21:16 +0000 2021,"RT @vonderleyen: 🇪🇪 PM @kajakallas and I just discussed efforts to stop the hybrid attack. 

The @EU_Commission plays a key role in the cri…",,
bensoned0,Wed Nov 17 22:19:36 +0000 2021,United airlines stay giving me travel credit everytime and idk why. no complaints tho😂,HTX,
COFlyerCLE,Wed Nov 17 22:10:56 +0000 2021,Well that doesn’t look good.  It’s actually a plane (N13138) that I have never been on.  Part of the former CO flee… https://t.co/AtuDd1PJrL,🇺🇸🇺🇸🇺🇸🇺🇸,
laxradar,Wed Nov 17 22:10:38 +0000 2021,"United Airlines flight #UAL2238 spotted at 20,000 feet! https://t.co/oKYy9RUoic","Los Angeles, CA",
laxradar,Wed Nov 17 22:10:06 +0000 2021,"United Airlines flight #UAL1219 spotted at 13,500 feet! https://t.co/mrq2qFUmzS","Los Angeles, CA",
BBGAfrica,Wed Nov 17 22:10:00 +0000 2021,"United Airlines will eventually surpass profit margins at rival Delta because of its hubs and product improvements,… https://t.co/djIE0Pd1yK",,
laxradar,Wed Nov 17 22:08:03 +0000 2021,"United Airlines flight #UAL2041 spotted at 35,025 feet! https://t.co/SuPMIYwE0o","Los Angeles, CA",
laxradar,Wed Nov 17 22:07:14 +0000 2021,United Airlines flight #UAL2614 spotted at 250 feet! https://t.co/OI7QRt7xsV,"Los Angeles, CA",
RSOE_EDIS,Wed Nov 17 22:06:01 +0000 2021,RSOE EDIS Event Report - Airplane accident - United States - Small Fire Tackled On United Airlines Boeing 757 APU I… https://t.co/wMI2p7ZRBB,"Budapest, Hungary",
6News,Wed Nov 17 22:05:30 +0000 2021,United Airlines brings back in-flight hard liquor sales https://t.co/yOjlpRWWdw,"Knoxville, Tenn.",
laxradar,Wed Nov 17 22:04:26 +0000 2021,"United Airlines flight #UAL1758 spotted at 34,000 feet! https://t.co/YM3S615eMl","Los Angeles, CA",
MellGilly,Wed Nov 17 22:03:01 +0000 2021,"RT @FOX59: United Airlines brings back in-flight hard liquor sales
https://t.co/VuDwoXTccl",ISHY GEE,
andy_ngi3,Wed Nov 17 21:59:47 +0000 2021,"@ElAmerican_ @CNN Prediction: Buttigege will replace Kamala and Kirby, CEO of United Airlines, will be the new transportation secretary.",Republic of Texas,
jetdriverman,Wed Nov 17 21:59:07 +0000 2021,"RT @AusterityAirli1: United Airlines Boeing 737-222 N9014U and stable mates lined up at a wet New York - La Guardia in May 1971.
© See phot…",,
laxradar,Wed Nov 17 21:56:02 +0000 2021,"United Airlines flight #UAL2481 spotted at 22,475 feet! https://t.co/McPKYXEJi2","Los Angeles, CA",
laxradar,Wed Nov 17 21:53:10 +0000 2021,"United Airlines flight #UAL1092 spotted at 9,900 feet! https://t.co/0pAEyIU48H","Los Angeles, CA",
centralspotter,Wed Nov 17 21:47:21 +0000 2021,"👀✈️🔊
G-POWP 
#Unknown 
#ASL Airlines Ireland 
#United Kingdom
#Boeing 737 436SF 
#ABR
From: #Unknown
To: #Unknown
A… https://t.co/aAJ1hwjdfH","Scotland, United Kingdom",
BWmujer,Wed Nov 17 21:44:36 +0000 2021,"RT @vonderleyen: 🇪🇪 PM @kajakallas and I just discussed efforts to stop the hybrid attack. 

The @EU_Commission plays a key role in the cri…","Antioquia, Medellín, Colombia",
rumblesgirl21,Wed Nov 17 21:41:44 +0000 2021,"RT @AusterityAirli1: United Airlines Boeing 737-222 N9014U and stable mates lined up at a wet New York - La Guardia in May 1971.
© See phot…",The Nemesis ,
alfonsinoernes,Wed Nov 17 21:41:24 +0000 2021,RT @LCarterLong: The recent death of #DisabilityRights activist #EngraciaFigueroa after her #wheelchair was destroyed by @united airlines r…,Guayaquil,
BillGoatGraphix,Wed Nov 17 21:38:39 +0000 2021,"@tedcruz @davidpakmanshow We all know you love United Airlines, right teddy? https://t.co/YgjgaipMEH","Philadelphia, USA",
InfoNUTC,Wed Nov 17 21:37:35 +0000 2021,@united airlines embraces #urban #air #Mobility through its investment and partnership with @ArcherAviation to acce… https://t.co/mxYMw2mvKC,"Evanston, IL  USA",
BAMSDH,Wed Nov 17 21:36:00 +0000 2021,"""United Airlines Just Made a Major Step Towards Changing Air Travel As We Know It."" https://t.co/xHIhSndX3H",New York,
Calijo805Jo,Wed Nov 17 21:35:55 +0000 2021,"@bichmdeg @rick_pittman I second that! I will not fly south western airlines, or United ever again.",,
laxradar,Wed Nov 17 21:35:39 +0000 2021,"United Airlines flight #UAL1581 spotted at 6,725 feet! https://t.co/QPjdMeyZbs","Los Angeles, CA",
laxradar,Wed Nov 17 21:35:21 +0000 2021,United Airlines flight #UAL319 spotted at 325 feet! https://t.co/Mw8tgAD2q3,"Los Angeles, CA",
News_8,Wed Nov 17 21:35:03 +0000 2021,"Booze is back by popular demand on many United Airlines flights.
https://t.co/bbHnDnFKTm","Rochester, NY",
laxradar,Wed Nov 17 21:31:53 +0000 2021,"United Airlines flight #UAL1076 spotted at 22,250 feet! https://t.co/V4ajr0iHLJ","Los Angeles, CA",
laxradar,Wed Nov 17 21:30:20 +0000 2021,"United Airlines flight #UAL2351 spotted at 15,550 feet! https://t.co/fNPWNTzkji","Los Angeles, CA",
jeremykearney,Wed Nov 17 21:30:01 +0000 2021,"RT @vonderleyen: 🇪🇪 PM @kajakallas and I just discussed efforts to stop the hybrid attack. 

The @EU_Commission plays a key role in the cri…",Ireland,
jacobarm93,Wed Nov 17 21:29:52 +0000 2021,"RT @FlyCommutAir: 🎉Big celebration this week: for the first time since it became vacant in 1965 - our Lincoln, NE Maintenance Hangar is now…","Lincoln, NE",
EscapeFlightPDX,Wed Nov 17 21:28:44 +0000 2021,Cheap Flights: Portland to/from Guadalajara $270-$288 r/t [January-May] - United / American Airlines… https://t.co/F3DBVbWDP9,"Portland, Oregon",
laxradar,Wed Nov 17 21:28:05 +0000 2021,"United Airlines flight #UAL1577 spotted at 19,625 feet! https://t.co/R0Zk4RuyPM","Los Angeles, CA",
JalilMajorHcktt,Wed Nov 17 21:24:45 +0000 2021,RT @32BJSEIU: “Airlines @AmericanAir @united gobbled up a $54 billion in federal bailout while contracted workers got sick and died to keep…,Washington DC,
x_Thomas_,Wed Nov 17 21:22:32 +0000 2021,RT @btnonline: United Airlines Resumes San Francisco-Singapore Service https://t.co/LJCTnVZ1Ne,Budapest,
Airline_Weekly,Wed Nov 17 21:21:57 +0000 2021,"United Airlines CEO Scott Kirby vows to beat margin-leader Delta on quality, not quantity, via @ByErussell.… https://t.co/JIbNUsWwrP","New York, NY",
laxradar,Wed Nov 17 21:21:17 +0000 2021,"United Airlines flight #UAL2199 spotted at 24,925 feet! https://t.co/1m5ik0U4N8","Los Angeles, CA",
Hermosilla_D,Wed Nov 17 21:19:52 +0000 2021,RT @LCarterLong: The recent death of #DisabilityRights activist #EngraciaFigueroa after her #wheelchair was destroyed by @united airlines r…,Guatemala,
XacobeR,Wed Nov 17 21:19:46 +0000 2021,"@MazMHussain Eh, it’s like how the United Center sounds way better than American Airlines Arena",Nature’s Metropolis,
InfoNUTC,Wed Nov 17 21:19:09 +0000 2021,@united #airlines embraces #urban #air #mobility through its investment in and partnership with @ArcherAviation-- t… https://t.co/6ZGYv9x6Z7,"Evanston, IL  USA",
nubianwings,Wed Nov 17 21:17:59 +0000 2021,RT @BBCScotlandNews: A United Airlines pilot has been jailed for 10 months after turning up at Glasgow Airport drunk to fly a plane to the…,Hanworth Park & Cologne,
SunsetLimited84,Wed Nov 17 21:17:46 +0000 2021,"RT @AviationPhotoCo: Evergreen International Airlines/United States Postal Service Boeing 727-27 N727EV (1987)
https://t.co/RZCoDRVqjc
More…",he/they pronouns pls,
AviationPhotoCo,Wed Nov 17 21:17:07 +0000 2021,"Evergreen International Airlines/United States Postal Service Boeing 727-27 N727EV (1987)
https://t.co/RZCoDRVqjc
M… https://t.co/ckEzhprLZW","Leicestershire, UK",
